TYPE,YEAR,lng,lat
Theft of Vehicle,2003,-123.133769758454,49.2759495320743
Theft of Vehicle,2003,-123.133769758454,49.2759495320743
Theft of Vehicle,2004,-123.133769758454,49.2759495320743
Theft of Vehicle,2004,-123.133769758454,49.2759495320743
Theft of Vehicle,2005,-123.133769758454,49.2759495320743
Theft of Vehicle,2005,-123.133769758454,49.2759495320743
Theft of Vehicle,2005,-123.133769758454,49.2759495320743
Theft of Vehicle,2006,-123.133769758454,49.2759495320743
Theft of Vehicle,2006,-123.133769758454,49.2759495320743
Theft of Vehicle,2006,-123.133769758454,49.2759495320743
Theft of Vehicle,2007,-123.133769758454,49.2759495320743
Theft of Vehicle,2007,-123.133769758454,49.2759495320743
Theft of Vehicle,2008,-123.133769758454,49.2759495320743
Theft of Vehicle,2008,-123.133769758454,49.2759495320743
Theft of Vehicle,2011,-123.133769758454,49.2759495320743
Theft of Vehicle,2012,-123.133769758454,49.2759495320743
Theft of Vehicle,2016,-123.133769758454,49.2759495320743
Theft of Vehicle,2017,-123.133769758454,49.2759495320743
Theft of Vehicle,2006,-123.117150464964,49.2754431274121
Theft of Vehicle,2003,-123.137558066643,49.2879451372237
Theft of Vehicle,2003,-123.137558066643,49.2879451372237
Theft of Vehicle,2009,-123.137558066643,49.2879451372237
Theft of Vehicle,2003,-123.137073578888,49.2882681258937
Theft of Vehicle,2004,-123.137073578888,49.2882681258937
Theft of Vehicle,2004,-123.137073578888,49.2882681258937
Theft of Vehicle,2010,-123.137073578888,49.2882681258937
Theft of Vehicle,2010,-123.137073578888,49.2882681258937
Theft of Vehicle,2012,-123.023709158134,49.2756107296693
Theft of Vehicle,2015,-123.134537174595,49.2849289552426
Theft of Vehicle,2015,-123.134327939589,49.2849503149224
Theft of Vehicle,2015,-123.134327939589,49.2849503149224
Theft of Vehicle,2019,-123.134103110292,49.2852165108167
Theft of Vehicle,2006,-123.133893675007,49.2853559367192
Theft of Vehicle,2012,-123.133893675007,49.2853559367192
Theft of Vehicle,2015,-123.133893675007,49.2853559367192
Theft of Vehicle,2016,-123.133893675007,49.2853559367192
Theft of Vehicle,2016,-123.133764721843,49.2853244296229
Theft of Vehicle,2007,-123.133686183229,49.2853767141955
Theft of Vehicle,2014,-123.131668637074,49.2793352806188
Theft of Vehicle,2015,-123.131130397849,49.278977779253
Theft of Vehicle,2003,-123.130968788778,49.2787532248113
Theft of Vehicle,2003,-123.130968788778,49.2787532248113
Theft of Vehicle,2003,-123.130968788778,49.2787532248113
Theft of Vehicle,2005,-123.130968788778,49.2787532248113
Theft of Vehicle,2007,-123.130968788778,49.2787532248113
Theft of Vehicle,2007,-123.130968788778,49.2787532248113
Theft of Vehicle,2007,-123.130968788778,49.2787532248113
Theft of Vehicle,2009,-123.130968788778,49.2787532248113
Theft of Vehicle,2011,-123.130968788778,49.2787532248113
Theft of Vehicle,2011,-123.130968788778,49.2787532248113
Theft of Vehicle,2014,-123.130968788778,49.2787532248113
Theft of Vehicle,2016,-123.130968788778,49.2787532248113
Theft of Vehicle,2003,-123.130879222146,49.2788109444025
Theft of Vehicle,2003,-123.130879222146,49.2788109444025
Theft of Vehicle,2010,-123.130879222146,49.2788109444025
Theft of Vehicle,2003,-123.130430560851,49.2783957201398
Theft of Vehicle,2003,-123.130430560851,49.2783957201398
Theft of Vehicle,2003,-123.130430560851,49.2783957201398
Theft of Vehicle,2003,-123.130430560851,49.2783957201398
Theft of Vehicle,2004,-123.130430560851,49.2783957201398
Theft of Vehicle,2004,-123.130430560851,49.2783957201398
Theft of Vehicle,2005,-123.130430560851,49.2783957201398
Theft of Vehicle,2005,-123.130430560851,49.2783957201398
Theft of Vehicle,2006,-123.130430560851,49.2783957201398
Theft of Vehicle,2006,-123.130430560851,49.2783957201398
Theft of Vehicle,2008,-123.130430560851,49.2783957201398
Theft of Vehicle,2008,-123.130430560851,49.2783957201398
Theft of Vehicle,2015,-123.130430560851,49.2783957201398
Theft of Vehicle,2017,-123.130430560851,49.2783957201398
Theft of Vehicle,2019,-123.130430560851,49.2783957201398
Theft of Vehicle,2019,-123.130430560851,49.2783957201398
Theft of Vehicle,2006,-123.130376875852,49.2784772730447
Theft of Vehicle,2003,-123.127457937511,49.2802852877804
Theft of Vehicle,2006,-123.127457937511,49.2802852877804
Theft of Vehicle,2007,-123.127457937511,49.2802852877804
Theft of Vehicle,2009,-123.127457937511,49.2802852877804
Theft of Vehicle,2009,-123.127457937511,49.2802852877804
Theft of Vehicle,2013,-123.127457937511,49.2802852877804
Theft of Vehicle,2015,-123.127457937511,49.2802852877804
Theft of Vehicle,2015,-123.127457937511,49.2802852877804
Theft of Vehicle,2016,-123.127457937511,49.2802852877804
Theft of Vehicle,2017,-123.127457937511,49.2802852877804
Theft of Vehicle,2017,-123.127457937511,49.2802852877804
Theft of Vehicle,2017,-123.127457937511,49.2802852877804
Theft of Vehicle,2017,-123.127457937511,49.2802852877804
Theft of Vehicle,2018,-123.127457937511,49.2802852877804
Theft of Vehicle,2018,-123.127457937511,49.2802852877804
Theft of Vehicle,2018,-123.127457937511,49.2802852877804
Theft of Vehicle,2018,-123.127457937511,49.2802852877804
Theft of Vehicle,2018,-123.127457937511,49.2802852877804
Theft of Vehicle,2019,-123.127457937511,49.2802852877804
Theft of Vehicle,2019,-123.127457937511,49.2802852877804
Theft of Vehicle,2020,-123.127457937511,49.2802852877804
Theft of Vehicle,2003,-123.127450151699,49.2801730855334
Theft of Vehicle,2008,-123.127450151699,49.2801730855334
Theft of Vehicle,2009,-123.127450151699,49.2801730855334
Theft of Vehicle,2013,-123.127450151699,49.2801730855334
Theft of Vehicle,2014,-123.127450151699,49.2801730855334
Theft of Vehicle,2019,-123.127450151699,49.2801730855334
Theft of Vehicle,2004,-123.127061054919,49.2804322927132
Theft of Vehicle,2009,-123.127061054919,49.2804322927132
Theft of Vehicle,2010,-123.127061054919,49.2804322927132
Theft of Vehicle,2003,-123.126408658395,49.2809994897083
Theft of Vehicle,2004,-123.126408658395,49.2809994897083
Theft of Vehicle,2004,-123.126408658395,49.2809994897083
Theft of Vehicle,2004,-123.126408658395,49.2809994897083
Theft of Vehicle,2004,-123.126408658395,49.2809994897083
Theft of Vehicle,2005,-123.126408658395,49.2809994897083
Theft of Vehicle,2006,-123.126408658395,49.2809994897083
Theft of Vehicle,2008,-123.126408658395,49.2809994897083
Theft of Vehicle,2008,-123.126408658395,49.2809994897083
Theft of Vehicle,2008,-123.126408658395,49.2809994897083
Theft of Vehicle,2008,-123.126408658395,49.2809994897083
Theft of Vehicle,2009,-123.126408658395,49.2809994897083
Theft of Vehicle,2012,-123.126408658395,49.2809994897083
Theft of Vehicle,2012,-123.126408658395,49.2809994897083
Theft of Vehicle,2012,-123.126408658395,49.2809994897083
Theft of Vehicle,2015,-123.126408658395,49.2809994897083
Theft of Vehicle,2019,-123.126408658395,49.2809994897083
Theft of Vehicle,2003,-123.126044399334,49.2811305766944
Theft of Vehicle,2003,-123.126044399334,49.2811305766944
Theft of Vehicle,2003,-123.126044399334,49.2811305766944
Theft of Vehicle,2004,-123.126044399334,49.2811305766944
Theft of Vehicle,2005,-123.126044399334,49.2811305766944
Theft of Vehicle,2005,-123.126044399334,49.2811305766944
Theft of Vehicle,2006,-123.126044399334,49.2811305766944
Theft of Vehicle,2006,-123.126044399334,49.2811305766944
Theft of Vehicle,2007,-123.126044399334,49.2811305766944
Theft of Vehicle,2008,-123.126044399334,49.2811305766944
Theft of Vehicle,2008,-123.126044399334,49.2811305766944
Theft of Vehicle,2010,-123.126044399334,49.2811305766944
Theft of Vehicle,2017,-123.126044399334,49.2811305766944
Theft of Vehicle,2018,-123.126044399334,49.2811305766944
Theft of Vehicle,2017,-123.131687804326,49.2828417923507
Theft of Vehicle,2015,-123.1306486117,49.2836490622108
Theft of Vehicle,2003,-123.130205286291,49.2838249242692
Theft of Vehicle,2003,-123.130205286291,49.2838249242692
Theft of Vehicle,2003,-123.130205286291,49.2838249242692
Theft of Vehicle,2004,-123.130205286291,49.2838249242692
Theft of Vehicle,2006,-123.130205286291,49.2838249242692
Theft of Vehicle,2007,-123.130205286291,49.2838249242692
Theft of Vehicle,2010,-123.130205286291,49.2838249242692
Theft of Vehicle,2015,-123.130205286291,49.2838249242692
Theft of Vehicle,2018,-123.130205286291,49.2838249242692
Theft of Vehicle,2019,-123.130205286291,49.2838249242692
Theft of Vehicle,2009,-123.119225609851,49.2749303285763
Theft of Vehicle,2005,-123.118837218599,49.2754236185894
Theft of Vehicle,2016,-123.118219060972,49.2757628570143
Theft of Vehicle,2018,-123.118219060972,49.2757628570143
Theft of Vehicle,2008,-123.118131861158,49.2758719747046
Theft of Vehicle,2014,-123.118131861158,49.2758719747046
Theft of Vehicle,2003,-123.118070748605,49.2759494018947
Theft of Vehicle,2003,-123.118070748605,49.2759494018947
Theft of Vehicle,2004,-123.118070748605,49.2759494018947
Theft of Vehicle,2004,-123.118070748605,49.2759494018947
Theft of Vehicle,2013,-123.118070748605,49.2759494018947
Theft of Vehicle,2016,-123.11774666789,49.2887806972406
Theft of Vehicle,2017,-123.116979303936,49.2885683844181
Theft of Vehicle,2019,-123.116979303936,49.2885683844181
Theft of Vehicle,2011,-123.116619032297,49.2883793952509
Theft of Vehicle,2016,-123.115647053184,49.2881104553406
Theft of Vehicle,2017,-123.115647053184,49.2881104553406
Theft of Vehicle,2004,-123.135476058375,49.2872334542607
Theft of Vehicle,2004,-123.135476058375,49.2872334542607
Theft of Vehicle,2007,-123.135476058375,49.2872334542607
Theft of Vehicle,2003,-123.142634131461,49.2904972497089
Theft of Vehicle,2006,-123.141740100455,49.2910973446555
Theft of Vehicle,2004,-123.141644643972,49.2911615258033
Theft of Vehicle,2003,-123.141549187256,49.2912257068718
Theft of Vehicle,2003,-123.141549187256,49.2912257068718
Theft of Vehicle,2017,-123.141549187256,49.2912257068718
Theft of Vehicle,2003,-123.077226593036,49.2757250803923
Theft of Vehicle,2004,-123.077226593036,49.2757250803923
Theft of Vehicle,2003,-123.077225720464,49.2758090191928
Theft of Vehicle,2007,-123.077225720464,49.2758090191928
Theft of Vehicle,2016,-123.077225720464,49.2758090191928
Theft of Vehicle,2007,-123.11746689997,49.2888026001479
Theft of Vehicle,2003,-123.116788059981,49.2889116501156
Theft of Vehicle,2012,-123.069601264991,49.275354553445
Theft of Vehicle,2005,-123.069600089581,49.2754369953047
Theft of Vehicle,2016,-123.069596563326,49.2756843207868
Theft of Vehicle,2005,-123.069472267871,49.2755846233223
Theft of Vehicle,2005,-123.06947038686,49.2757165302181
Theft of Vehicle,2015,-123.06947038686,49.2757165302181
Theft of Vehicle,2003,-123.128506918415,49.2814676417508
Theft of Vehicle,2003,-123.128506918415,49.2814676417508
Theft of Vehicle,2003,-123.128506918415,49.2814676417508
Theft of Vehicle,2004,-123.128506918415,49.2814676417508
Theft of Vehicle,2005,-123.128506918415,49.2814676417508
Theft of Vehicle,2012,-123.128506918415,49.2814676417508
Theft of Vehicle,2015,-123.128506918415,49.2814676417508
Theft of Vehicle,2016,-123.128506918415,49.2814676417508
Theft of Vehicle,2019,-123.128506918415,49.2814676417508
Theft of Vehicle,2003,-123.127876649691,49.2810571339841
Theft of Vehicle,2006,-123.127876649691,49.2810571339841
Theft of Vehicle,2010,-123.127876649691,49.2810571339841
Theft of Vehicle,2003,-123.127223874463,49.2805158902649
Theft of Vehicle,2003,-123.127223874463,49.2805158902649
Theft of Vehicle,2003,-123.127223874463,49.2805158902649
Theft of Vehicle,2003,-123.127223874463,49.2805158902649
Theft of Vehicle,2003,-123.127223874463,49.2805158902649
Theft of Vehicle,2004,-123.127223874463,49.2805158902649
Theft of Vehicle,2004,-123.127223874463,49.2805158902649
Theft of Vehicle,2006,-123.127223874463,49.2805158902649
Theft of Vehicle,2006,-123.127223874463,49.2805158902649
Theft of Vehicle,2007,-123.127223874463,49.2805158902649
Theft of Vehicle,2017,-123.127223874463,49.2805158902649
Theft of Vehicle,2019,-123.127223874463,49.2805158902649
Theft of Vehicle,2016,-123.127183502148,49.280489594751
Theft of Vehicle,2015,-123.128532758634,49.243640300577
Theft of Vehicle,2003,-123.127804662436,49.2435397438747
Theft of Vehicle,2004,-123.127804662436,49.2435397438747
Theft of Vehicle,2003,-123.071510037387,49.2763267122427
Theft of Vehicle,2003,-123.071510037387,49.2763267122427
Theft of Vehicle,2003,-123.071510037387,49.2763267122427
Theft of Vehicle,2004,-123.071510037387,49.2763267122427
Theft of Vehicle,2004,-123.071510037387,49.2763267122427
Theft of Vehicle,2005,-123.071510037387,49.2763267122427
Theft of Vehicle,2005,-123.071510037387,49.2763267122427
Theft of Vehicle,2005,-123.071510037387,49.2763267122427
Theft of Vehicle,2006,-123.071510037387,49.2763267122427
Theft of Vehicle,2006,-123.071510037387,49.2763267122427
Theft of Vehicle,2013,-123.071510037387,49.2763267122427
Theft of Vehicle,2013,-123.071510037387,49.2763267122427
Theft of Vehicle,2014,-123.071510037387,49.2763267122427
Theft of Vehicle,2003,-123.071384526005,49.2763220521764
Theft of Vehicle,2008,-123.131156686831,49.2802892660369
Theft of Vehicle,2006,-123.12983728129,49.2795563402737
Theft of Vehicle,2003,-123.129328426866,49.2791138667028
Theft of Vehicle,2003,-123.129328426866,49.2791138667028
Theft of Vehicle,2003,-123.129328426866,49.2791138667028
Theft of Vehicle,2003,-123.129328426866,49.2791138667028
Theft of Vehicle,2004,-123.129328426866,49.2791138667028
Theft of Vehicle,2004,-123.129328426866,49.2791138667028
Theft of Vehicle,2005,-123.129328426866,49.2791138667028
Theft of Vehicle,2006,-123.129328426866,49.2791138667028
Theft of Vehicle,2006,-123.129328426866,49.2791138667028
Theft of Vehicle,2007,-123.129328426866,49.2791138667028
Theft of Vehicle,2007,-123.129328426866,49.2791138667028
Theft of Vehicle,2019,-123.129328426866,49.2791138667028
Theft of Vehicle,2007,-123.140161207544,49.2883057101633
Theft of Vehicle,2013,-123.139985703197,49.2885398586413
Theft of Vehicle,2003,-123.139234008429,49.2889179564322
Theft of Vehicle,2003,-123.139234008429,49.2889179564322
Theft of Vehicle,2019,-123.139234008429,49.2889179564322
Theft of Vehicle,2003,-123.138625718001,49.2893157552416
Theft of Vehicle,2003,-123.138625718001,49.2893157552416
Theft of Vehicle,2003,-123.138625718001,49.2893157552416
Theft of Vehicle,2004,-123.138625718001,49.2893157552416
Theft of Vehicle,2005,-123.138625718001,49.2893157552416
Theft of Vehicle,2017,-123.138625718001,49.2893157552416
Theft of Vehicle,2016,-123.128943480815,49.2547164730374
Theft of Vehicle,2005,-123.128617786771,49.2546149695101
Theft of Vehicle,2008,-123.128617786771,49.2546149695101
Theft of Vehicle,2017,-123.127931751152,49.2544989758304
Theft of Vehicle,2003,-123.127438365594,49.2543785814307
Theft of Vehicle,2004,-123.127438365594,49.2543785814307
Theft of Vehicle,2009,-123.120474854867,49.2860168699652
Theft of Vehicle,2006,-123.119506094258,49.2856041541393
Theft of Vehicle,2003,-123.083234838535,49.2614134052197
Theft of Vehicle,2005,-123.083234838535,49.2614134052197
Theft of Vehicle,2007,-123.083234838535,49.2614134052197
Theft of Vehicle,2015,-123.083234838535,49.2614134052197
Theft of Vehicle,2018,-123.083234838535,49.2614134052197
Theft of Vehicle,2003,-123.082881708158,49.2614113133954
Theft of Vehicle,2004,-123.081997743148,49.2614883281942
Theft of Vehicle,2016,-123.081715238455,49.2614866518505
Theft of Vehicle,2003,-123.083245721189,49.2605270916781
Theft of Vehicle,2004,-123.083245721189,49.2605270916781
Theft of Vehicle,2005,-123.083245721189,49.2605270916781
Theft of Vehicle,2006,-123.083245721189,49.2605270916781
Theft of Vehicle,2009,-123.083245721189,49.2605270916781
Theft of Vehicle,2010,-123.083245721189,49.2605270916781
Theft of Vehicle,2013,-123.083245721189,49.2605270916781
Theft of Vehicle,2006,-123.083175363262,49.2605265154734
Theft of Vehicle,2014,-123.083175363262,49.2605265154734
Theft of Vehicle,2016,-123.082753215787,49.2605230571652
Theft of Vehicle,2012,-123.082295889437,49.2605193089841
Theft of Vehicle,2012,-123.082294315424,49.260601554838
Theft of Vehicle,2014,-123.082294315424,49.260601554838
Theft of Vehicle,2003,-123.083148898895,49.2597318136072
Theft of Vehicle,2006,-123.083148898895,49.2597318136072
Theft of Vehicle,2016,-123.083113852128,49.2597314281025
Theft of Vehicle,2006,-123.082903571491,49.2597291149408
Theft of Vehicle,2010,-123.082553103807,49.2597252587609
Theft of Vehicle,2012,-123.082202636134,49.2597214016078
Theft of Vehicle,2003,-123.082169702704,49.2596387751448
Theft of Vehicle,2007,-123.082169702704,49.2596387751448
Theft of Vehicle,2004,-123.083266685738,49.2587388462809
Theft of Vehicle,2004,-123.083266685738,49.2587388462809
Theft of Vehicle,2004,-123.083266685738,49.2587388462809
Theft of Vehicle,2004,-123.083266685738,49.2587388462809
Theft of Vehicle,2006,-123.083266685738,49.2587388462809
Theft of Vehicle,2006,-123.083266685738,49.2587388462809
Theft of Vehicle,2007,-123.083266685738,49.2587388462809
Theft of Vehicle,2007,-123.083266685738,49.2587388462809
Theft of Vehicle,2014,-123.083266685738,49.2587388462809
Theft of Vehicle,2009,-123.08228652758,49.2588135874771
Theft of Vehicle,2004,-123.082148188619,49.258730267916
Theft of Vehicle,2003,-123.083275592536,49.257815850545
Theft of Vehicle,2004,-123.083275592536,49.257815850545
Theft of Vehicle,2006,-123.083240790102,49.2578156212396
Theft of Vehicle,2006,-123.083240790102,49.2578156212396
Theft of Vehicle,2004,-123.082718753737,49.2578121798609
Theft of Vehicle,2003,-123.082231519825,49.2578089657433
Theft of Vehicle,2005,-123.083299761605,49.2568766362577
Theft of Vehicle,2007,-123.083299761605,49.2568766362577
Theft of Vehicle,2011,-123.083299761605,49.2568766362577
Theft of Vehicle,2017,-123.083299761605,49.2568766362577
Theft of Vehicle,2007,-123.082709253304,49.2568528033661
Theft of Vehicle,2007,-123.082111010174,49.256911063831
Theft of Vehicle,2009,-123.081862375085,49.256901026739
Theft of Vehicle,2003,-123.083507117989,49.2562873937367
Theft of Vehicle,2003,-123.083507117989,49.2562873937367
Theft of Vehicle,2005,-123.083507117989,49.2562873937367
Theft of Vehicle,2009,-123.083507117989,49.2562873937367
Theft of Vehicle,2010,-123.083507117989,49.2562873937367
Theft of Vehicle,2005,-123.083540116688,49.2553528678203
Theft of Vehicle,2014,-123.083540116688,49.2553528678203
Theft of Vehicle,2008,-123.08311862565,49.2554311023385
Theft of Vehicle,2003,-123.083581283819,49.2544734082548
Theft of Vehicle,2003,-123.083581283819,49.2544734082548
Theft of Vehicle,2018,-123.0831695282,49.2535706637368
Theft of Vehicle,2008,-123.083647195268,49.25266652293
Theft of Vehicle,2009,-123.083647195268,49.25266652293
Theft of Vehicle,2014,-123.083540352456,49.2526650249021
Theft of Vehicle,2003,-123.083395204311,49.2527452609128
Theft of Vehicle,2008,-123.083395204311,49.2527452609128
Theft of Vehicle,2003,-123.082543153157,49.252651038603
Theft of Vehicle,2014,-123.082543153157,49.252651038603
Theft of Vehicle,2004,-123.082507538894,49.252650538901
Theft of Vehicle,2005,-123.083701646047,49.251784470763
Theft of Vehicle,2005,-123.083714144759,49.250880278489
Theft of Vehicle,2016,-123.083714144759,49.250880278489
Theft of Vehicle,2013,-123.083536082577,49.2508776990918
Theft of Vehicle,2006,-123.08257901662,49.2490357892985
Theft of Vehicle,2004,-123.08385192974,49.2477684817475
Theft of Vehicle,2007,-123.082820514157,49.2454125736187
Theft of Vehicle,2005,-123.083917789606,49.244576183003
Theft of Vehicle,2003,-123.083948554063,49.2424842393259
Theft of Vehicle,2003,-123.083948554063,49.2424842393259
Theft of Vehicle,2003,-123.083948554063,49.2424842393259
Theft of Vehicle,2003,-123.084559709894,49.240223595465
Theft of Vehicle,2006,-123.084559709894,49.240223595465
Theft of Vehicle,2004,-123.083247032486,49.2402139893095
Theft of Vehicle,2007,-123.083247032486,49.2402139893095
Theft of Vehicle,2009,-123.083049386223,49.2402127035676
Theft of Vehicle,2005,-123.084586733412,49.2382069100442
Theft of Vehicle,2004,-123.084670911996,49.2364484456731
Theft of Vehicle,2005,-123.084670911996,49.2364484456731
Theft of Vehicle,2007,-123.084670911996,49.2364484456731
Theft of Vehicle,2014,-123.084670911996,49.2364484456731
Theft of Vehicle,2019,-123.084601487905,49.2364479121139
Theft of Vehicle,2004,-123.084654889641,49.2355725319755
Theft of Vehicle,2004,-123.084654889641,49.2355725319755
Theft of Vehicle,2006,-123.084654889641,49.2355725319755
Theft of Vehicle,2014,-123.084114254445,49.2355680225848
Theft of Vehicle,2005,-123.083530430829,49.2356454095494
Theft of Vehicle,2004,-123.084665584852,49.2346603611981
Theft of Vehicle,2019,-123.084665584852,49.2346603611981
Theft of Vehicle,2006,-123.08338480482,49.2346395827319
Theft of Vehicle,2012,-123.083095596589,49.2346348887998
Theft of Vehicle,2009,-123.08470196318,49.2337248143755
Theft of Vehicle,2005,-123.084657631199,49.2337246442985
Theft of Vehicle,2007,-123.083395413433,49.2337197515444
Theft of Vehicle,2010,-123.083110396567,49.2337186448086
Theft of Vehicle,2007,-123.08508043425,49.2290548993905
Theft of Vehicle,2018,-123.084325784798,49.2290461258126
Theft of Vehicle,2019,-123.084889433627,49.2253524987122
Theft of Vehicle,2005,-123.084142614234,49.2253469365141
Theft of Vehicle,2014,-123.084142614234,49.2253469365141
Theft of Vehicle,2004,-123.085168913116,49.224415829788
Theft of Vehicle,2004,-123.085168913116,49.224415829788
Theft of Vehicle,2005,-123.085168913116,49.224415829788
Theft of Vehicle,2005,-123.085168913116,49.224415829788
Theft of Vehicle,2008,-123.085168913116,49.224415829788
Theft of Vehicle,2018,-123.08481083812,49.2244103812428
Theft of Vehicle,2008,-123.084091770149,49.2244817113757
Theft of Vehicle,2005,-123.083691854223,49.2243933472498
Theft of Vehicle,2004,-123.085195025358,49.2234537622026
Theft of Vehicle,2005,-123.085195025358,49.2234537622026
Theft of Vehicle,2006,-123.085195025358,49.2234537622026
Theft of Vehicle,2008,-123.085195025358,49.2234537622026
Theft of Vehicle,2013,-123.085195025358,49.2234537622026
Theft of Vehicle,2005,-123.084926898918,49.2234501937702
Theft of Vehicle,2011,-123.084524709309,49.2234448400895
Theft of Vehicle,2009,-123.083899081229,49.2234365092386
Theft of Vehicle,2009,-123.083452204183,49.2234305565818
Theft of Vehicle,2009,-123.083452204183,49.2234305565818
Theft of Vehicle,2003,-123.085215799257,49.2226030671099
Theft of Vehicle,2005,-123.085215799257,49.2226030671099
Theft of Vehicle,2006,-123.085215799257,49.2226030671099
Theft of Vehicle,2017,-123.085215799257,49.2226030671099
Theft of Vehicle,2007,-123.084232341269,49.2226722563619
Theft of Vehicle,2003,-123.085110960895,49.2218673408579
Theft of Vehicle,2003,-123.085110960895,49.2218673408579
Theft of Vehicle,2004,-123.085110960895,49.2218673408579
Theft of Vehicle,2005,-123.085110960895,49.2218673408579
Theft of Vehicle,2014,-123.084678904546,49.2219431498446
Theft of Vehicle,2007,-123.083394209879,49.2218416417253
Theft of Vehicle,2007,-123.083394209879,49.2218416417253
Theft of Vehicle,2003,-123.085150864369,49.220518155918
Theft of Vehicle,2005,-123.085150864369,49.220518155918
Theft of Vehicle,2007,-123.085150864369,49.220518155918
Theft of Vehicle,2008,-123.084720012929,49.220593800926
Theft of Vehicle,2011,-123.084720012929,49.220593800926
Theft of Vehicle,2004,-123.084665399364,49.2198227928762
Theft of Vehicle,2004,-123.084665399364,49.2198227928762
Theft of Vehicle,2005,-123.084665399364,49.2198227928762
